id_clase,id_estudiante,nro_clase_semana,pos_x,pos_y
CA142-SEC5-2025S2,U202300013,1,1,1
AF141-SEC2-2025S2,U202300013,1,1,1
MA461-SEC2-2025S2,U202300013,1,1,1
HU318-SEC4-2025S2,U202300013,1,1,1
PS210-SEC10-2025S2,U202200014,1,1,1
IN250-SEC1-2025S2,U202200014,1,1,1
AN22-SEC5-2025S2,U202200014,1,1,1
AD213-SEC6-2025S2,U202200014,1,1,1
AD2461-SEC3-2025S2,U201800015,1,2,1
PE999-SEC5-2025S2,U201800015,1,1,1
AN81-SEC4-2025S2,U201800015,1,2,1
CA160-SEC7-2025S2,U201800015,1,1,1
AF212-SEC4-2025S2,U201800015,1,1,1
D999-SEC7-2025S2,U201800015,1,1,1
AD2461-SEC4-2025S2,U201700016,1,1,1
CE999-SEC1-2025S2,U201700016,1,1,1
AD2454-SEC3-2025S2,U201700016,1,1,1
AN81-SEC3-2025S2,U201700016,1,2,1
CA160-SEC3-2025S2,U201700016,1,1,1
CY999-SEC4-2025S2,U202000017,1,1,1
CA160-SEC5-2025S2,U202000017,1,2,1
CE999-SEC6-2025S2,U202000017,1,2,1
RI999-SEC3-2025S2,U202000017,1,2,1
CA999-SEC2-2025S2,U202000017,1,1,1
IS203-SEC10-2025S2,U202300018,1,1,1
HU318-SEC8-2025S2,U202300018,1,2,1
MA461-SEC3-2025S2,U202300018,1,1,1
IS305-SEC1-2025S2,U202300018,1,1,1
MA460-SEC7-2025S2,U202300018,1,2,1
CE999-SEC3-2025S2,U202100019,1,1,1
AN81-SEC1-2025S2,U202100019,1,2,1
II999-SEC2-2025S2,U202100019,1,2,1
AD2454-SEC7-2025S2,U202100019,1,1,1
ID999-SEC9-2025S2,U202100019,1,1,1
AN86-SEC1-2025S2,U201800020,1,2,1
AF212-SEC7-2025S2,U201800020,1,1,1
IC999-SEC5-2025S2,U201800020,1,1,1
AD2461-SEC1-2025S2,U201800020,1,1,1
AD2454-SEC1-2025S2,U201800020,1,1,1
AD2461-SEC2-2025S2,U201700021,1,1,1
PE999-SEC5-2025S2,U201700021,1,2,1
EY999-SEC1-2025S2,U201700021,1,1,1
D999-SEC1-2025S2,U201700021,1,1,1
AD2507-SEC4-2025S2,U201700021,1,1,1
AN81-SEC5-2025S2,U201800022,1,1,1
CA160-SEC3-2025S2,U201800022,1,2,1
RI999-SEC2-2025S2,U201800022,1,1,1
CA999-SEC2-2025S2,U201800022,1,2,1
AD2508-SEC2-2025S2,U202200023,1,1,1
GE220-SEC4-2025S2,U202200023,1,1,1
CS210-SEC1-2025S2,U202200023,1,1,1
AN20-SEC5-2025S2,U202200023,1,1,1
DE965-SEC1-2025S2,U202200023,1,1,1
AD2454-SEC3-2025S2,U202200023,1,2,1
MA460-SEC10-2025S2,U202400024,1,1,1
MA459-SEC6-2025S2,U202400024,1,1,1
HU625-SEC8-2025S2,U202400024,1,1,1
MA431-SEC5-2025S2,U202400024,1,1,1
HU626-SEC5-2025S2,U202400024,1,1,1
AD2508-SEC3-2025S2,U202100025,1,1,1
II999-SEC5-2025S2,U202100025,1,1,1
PE999-SEC3-2025S2,U202100025,1,1,1
CY999-SEC8-2025S2,U202100025,1,1,1
AM230-SEC3-2025S2,U202100025,1,1,1
IS203-SEC4-2025S2,U202500026,1,1,1
CY301-SEC9-2025S2,U202500026,1,1,1
CO16-SEC8-2025S2,U202500026,1,1,1
HU625-SEC6-2025S2,U202500026,1,1,1
MA459-SEC7-2025S2,U202500026,1,1,1
MA431-SEC5-2025S2,U202500026,1,2,1
CE999-SEC4-2025S2,U201800027,1,1,1
CA999-SEC1-2025S2,U201800027,1,1,1
AM230-SEC3-2025S2,U201800027,1,2,1
EY999-SEC4-2025S2,U201800027,1,1,1
AF103-SEC8-2025S2,U202500028,1,1,1
HU625-SEC4-2025S2,U202500028,1,1,1
HU626-SEC3-2025S2,U202500028,1,1,1
MA431-SEC1-2025S2,U202500028,1,1,1
MA459-SEC10-2025S2,U202500028,1,1,1
II999-SEC1-2025S2,U202100029,1,1,1
CY999-SEC9-2025S2,U202100029,1,1,1
AD2508-SEC5-2025S2,U202100029,1,1,1
CE999-SEC2-2025S2,U202100029,1,1,1
AN86-SEC6-2025S2,U202100029,1,1,1
ID999-SEC23-2025S2,U201900030,1,1,1
CA160-SEC7-2025S2,U201900030,1,2,1
RI999-SEC3-2025S2,U201900030,1,3,1
CA999-SEC1-2025S2,U201900030,1,2,1
II999-SEC2-2025S2,U201900030,1,3,1
CA999-SEC3-2025S2,U201800031,1,2,1
AD2454-SEC7-2025S2,U201800031,1,2,1
AD2507-SEC5-2025S2,U201800031,1,2,1
CY999-SEC8-2025S2,U201800031,1,2,1
CE999-SEC6-2025S2,U201800031,1,3,1
AD2454-SEC5-2025S2,U202100032,1,1,1
CA160-SEC5-2025S2,U202100032,1,3,1
RI999-SEC5-2025S2,U202100032,1,1,1
PE999-SEC4-2025S2,U202100032,1,2,1
AD2461-SEC3-2025S2,U202100032,1,3,1
CE999-SEC5-2025S2,U201900033,1,2,1
II999-SEC3-2025S2,U201900033,1,1,1
AN81-SEC5-2025S2,U201900033,1,2,1
AD2507-SEC4-2025S2,U201900033,1,2,1
IC999-SEC4-2025S2,U201900033,1,1,1
AD2461-SEC3-2025S2,U201800034,1,4,1
AF212-SEC5-2025S2,U201800034,1,3,1
AN81-SEC5-2025S2,U201800034,1,3,1
AD2454-SEC5-2025S2,U201800034,1,2,1
II999-SEC4-2025S2,U201800034,1,2,1
CA160-SEC3-2025S2,U201900035,1,3,1
PE999-SEC1-2025S2,U201900035,1,1,1
II999-SEC4-2025S2,U201900035,1,3,1
D999-SEC7-2025S2,U201900035,1,2,1
D999-SEC2-2025S2,U201700036,1,1,1
AN86-SEC6-2025S2,U201700036,1,2,1
IC999-SEC2-2025S2,U201700036,1,1,1
AD2507-SEC1-2025S2,U201700036,1,1,1
EY999-SEC2-2025S2,U201700036,1,1,1
D999-SEC2-2025S2,U201800037,1,2,1
II999-SEC2-2025S2,U201800037,1,4,1
CA160-SEC1-2025S2,U201800037,1,1,1
AM230-SEC4-2025S2,U201800037,1,1,1
MA459-SEC4-2025S2,U202400038,1,1,1
HU626-SEC6-2025S2,U202400038,1,2,1
CV210-SEC2-2025S2,U202400038,1,1,1
MA460-SEC3-2025S2,U202400038,1,1,1
MA461-SEC5-2025S2,U202400038,1,1,1
AD213-SEC2-2025S2,U202200039,1,1,1
AN20-SEC5-2025S2,U202200039,1,2,1
AN81-SEC4-2025S2,U202200039,1,3,1
CS210-SEC8-2025S2,U202200039,1,1,1
DE965-SEC7-2025S2,U202200039,1,1,1
AF140-SEC3-2025S2,U202300040,1,1,1
AN22-SEC7-2025S2,U202300040,1,1,1
AF141-SEC9-2025S2,U202300040,1,1,1
AN20-SEC6-2025S2,U202300040,1,1,1
AN20-SEC1-2025S2,U202300041,1,2,1
AF140-SEC8-2025S2,U202300041,1,1,1
IS203-SEC9-2025S2,U202300041,1,1,1
CS210-SEC3-2025S2,U202300041,1,1,1
CY301-SEC4-2025S2,U202300041,1,1,1
DE965-SEC1-2025S2,U202300041,1,2,1
AF212-SEC7-2025S2,U201800042,1,2,1
CA999-SEC5-2025S2,U201800042,1,2,1
EY999-SEC5-2025S2,U201800042,1,2,1
PE999-SEC4-2025S2,U201800042,1,3,1
DE965-SEC1-2025S2,U202200043,1,3,1
AD2508-SEC2-2025S2,U202200043,1,2,1
AN81-SEC3-2025S2,U202200043,1,3,1
GE220-SEC6-2025S2,U202200043,1,1,1
CS210-SEC8-2025S2,U202200043,1,2,1
CO13-SEC1-2025S2,U202400044,1,1,1
MA459-SEC2-2025S2,U202400044,1,1,1
MA460-SEC10-2025S2,U202400044,1,2,1
HU626-SEC6-2025S2,U202400044,1,3,1
AF212-SEC4-2025S2,U201700045,1,2,1
AD2507-SEC3-2025S2,U201700045,1,2,1
ID999-SEC13-2025S2,U201700045,1,1,1
CA160-SEC2-2025S2,U201700045,1,2,1
AM230-SEC4-2025S2,U201700045,1,2,1
AN85-SEC3-2025S2,U202000046,1,1,1
IC999-SEC3-2025S2,U202000046,1,2,1
CY999-SEC4-2025S2,U202000046,1,2,1
EY999-SEC5-2025S2,U202000046,1,3,1
AN86-SEC2-2025S2,U202000046,1,1,1
D999-SEC5-2025S2,U202000046,1,1,1
IC999-SEC5-2025S2,U202100047,1,2,1
AD2508-SEC3-2025S2,U202100047,1,2,1
EY999-SEC1-2025S2,U202100047,1,2,1
CY999-SEC3-2025S2,U202100047,1,1,1
AD2461-SEC1-2025S2,U202100047,1,2,1
AD2454-SEC1-2025S2,U202000048,1,2,1
PE999-SEC1-2025S2,U202000048,1,2,1
CE999-SEC2-2025S2,U202000048,1,2,1
AM230-SEC5-2025S2,U202000048,1,3,1
ID999-SEC7-2025S2,U202000048,1,2,1
D999-SEC5-2025S2,U202000048,1,2,1
CA142-SEC5-2025S2,U202400049,1,2,1
HU625-SEC10-2025S2,U202400049,1,2,1
HU626-SEC5-2025S2,U202400049,1,2,1
AF141-SEC8-2025S2,U202400049,1,1,1
CY999-SEC10-2025S2,U202000050,1,2,1
AN81-SEC1-2025S2,U202000050,1,3,1
AF212-SEC5-2025S2,U202000050,1,4,1
AD2461-SEC6-2025S2,U202000050,1,1,1
RI999-SEC2-2025S2,U202000050,1,2,1
AN85-SEC4-2025S2,U202000051,1,2,1
D999-SEC3-2025S2,U202000051,1,2,1
AM230-SEC2-2025S2,U202000051,1,1,1
AF212-SEC2-2025S2,U202000051,1,3,1
EC210-SEC2-2025S2,U202200052,1,1,1
DE331-SEC8-2025S2,U202200052,1,1,1
AN81-SEC4-2025S2,U202200052,1,4,1
CO22-SEC9-2025S2,U202200052,1,1,1
AD213-SEC3-2025S2,U202200052,1,1,1
IN250-SEC2-2025S2,U202200052,1,1,1
CE999-SEC2-2025S2,U201800053,1,3,1
IC999-SEC1-2025S2,U201800053,1,2,1
II999-SEC4-2025S2,U201800053,1,4,1
AN85-SEC5-2025S2,U201800053,1,1,1
AN22-SEC3-2025S2,U202300054,1,2,1
MA460-SEC4-2025S2,U202300054,1,2,1
AF140-SEC3-2025S2,U202300054,1,2,1
AF141-SEC1-2025S2,U202300054,1,1,1
AN20-SEC3-2025S2,U202300054,1,1,1
CA142-SEC2-2025S2,U202400055,1,1,1
HU318-SEC7-2025S2,U202400055,1,1,1
AF141-SEC9-2025S2,U202400055,1,2,1
MA461-SEC5-2025S2,U202400055,1,2,1
HU626-SEC6-2025S2,U202400055,1,4,1
IC999-SEC1-2025S2,U201700056,1,3,1
RI999-SEC4-2025S2,U201700056,1,1,1
AN81-SEC5-2025S2,U201700056,1,4,1
CE999-SEC5-2025S2,U201700056,1,3,1
AD2461-SEC1-2025S2,U201700056,1,3,1
AD2454-SEC2-2025S2,U201700056,1,1,1
CE999-SEC1-2025S2,U201700057,1,2,1
AF212-SEC1-2025S2,U201700057,1,1,1
CY999-SEC5-2025S2,U201700057,1,1,1
EY999-SEC2-2025S2,U201700057,1,2,1
CA999-SEC2-2025S2,U201700057,1,3,1
AD2508-SEC1-2025S2,U202100058,1,1,1
EY999-SEC2-2025S2,U202100058,1,3,1
AN81-SEC4-2025S2,U202100058,1,5,1
IC999-SEC6-2025S2,U202100058,1,3,1
HU625-SEC4-2025S2,U202400059,1,2,1
MA431-SEC7-2025S2,U202400059,1,1,1
MA459-SEC1-2025S2,U202400059,1,1,1
HU318-SEC8-2025S2,U202400059,1,3,1
MA460-SEC2-2025S2,U202400059,1,1,1
HU626-SEC6-2025S2,U202400059,1,5,1
IC999-SEC4-2025S2,U201800060,1,2,1
EY999-SEC3-2025S2,U201800060,1,2,1
CA999-SEC6-2025S2,U201800060,1,1,1
PE999-SEC3-2025S2,U201800060,1,2,1
PE999-SEC5-2025S2,U201900061,1,3,1
CE999-SEC3-2025S2,U201900061,1,2,1
AN86-SEC3-2025S2,U201900061,1,2,1
D999-SEC4-2025S2,U201900061,1,1,1
AN81-SEC3-2025S2,U201900061,1,4,1
PE999-SEC5-2025S2,U201900062,1,4,1
AM230-SEC4-2025S2,U201900062,1,3,1
CY999-SEC5-2025S2,U201900062,1,2,1
AN81-SEC5-2025S2,U201900062,1,5,1
AF103-SEC1-2025S2,U202500063,1,1,1
HU625-SEC6-2025S2,U202500063,1,2,1
MA459-SEC2-2025S2,U202500063,1,2,1
MA431-SEC9-2025S2,U202500063,1,1,1
HU626-SEC5-2025S2,U202500063,1,3,1
CY999-SEC9-2025S2,U201800064,1,2,1
AM230-SEC1-2025S2,U201800064,1,1,1
IC999-SEC4-2025S2,U201800064,1,3,1
EY999-SEC5-2025S2,U201800064,1,4,1
MA431-SEC1-2025S2,U202400065,1,2,1
HU318-SEC7-2025S2,U202400065,1,2,1
MA459-SEC10-2025S2,U202400065,1,2,1
HU625-SEC2-2025S2,U202400065,1,1,1
MA460-SEC10-2025S2,U202400065,1,3,1
CO19-SEC11-2025S2,U202400065,1,1,1
AF103-SEC3-2025S2,U202500066,1,1,1
MA459-SEC4-2025S2,U202500066,1,2,1
HU626-SEC5-2025S2,U202500066,1,4,1
MA431-SEC9-2025S2,U202500066,1,2,1
IC999-SEC2-2025S2,U201800067,1,2,1
AN85-SEC5-2025S2,U201800067,1,2,1
ID999-SEC13-2025S2,U201800067,1,2,1
CA160-SEC1-2025S2,U201800067,1,2,1
CA999-SEC4-2025S2,U201800067,1,1,1
CA160-SEC4-2025S2,U202100068,1,1,1
AD2461-SEC4-2025S2,U202100068,1,2,1
IC999-SEC4-2025S2,U202100068,1,4,1
AM230-SEC3-2025S2,U202100068,1,3,1
AF212-SEC7-2025S2,U202100068,1,3,1
CO16-SEC3-2025S2,U202500069,1,1,1
HU625-SEC2-2025S2,U202500069,1,2,1
CO19-SEC4-2025S2,U202500069,1,1,1
MA431-SEC1-2025S2,U202500069,1,3,1
CO13-SEC9-2025S2,U202300070,1,1,1
CO22-SEC8-2025S2,U202300070,1,1,1
MA460-SEC7-2025S2,U202300070,1,3,1
CA143-SEC5-2025S2,U202300070,1,1,1
IN250-SEC6-2025S2,U202300070,1,1,1
AF141-SEC9-2025S2,U202300071,1,3,1
DE965-SEC6-2025S2,U202300071,1,1,1
CO13-SEC11-2025S2,U202300071,1,1,1
CA142-SEC9-2025S2,U202300071,1,1,1
MA459-SEC1-2025S2,U202300071,1,2,1
CO16-SEC8-2025S2,U202400072,1,2,1
MA431-SEC2-2025S2,U202400072,1,1,1
CO19-SEC9-2025S2,U202400072,1,1,1
HU626-SEC9-2025S2,U202400072,1,1,1
CO16-SEC7-2025S2,U202400073,1,1,1
HU626-SEC4-2025S2,U202400073,1,2,1
HU318-SEC3-2025S2,U202400073,1,2,1
MA459-SEC1-2025S2,U202400073,1,3,1
MA460-SEC9-2025S2,U202400073,1,1,1
CO19-SEC2-2025S2,U202500074,1,1,1
MA460-SEC9-2025S2,U202500074,1,2,1
CO13-SEC7-2025S2,U202500074,1,1,1
CY301-SEC4-2025S2,U202500074,1,2,1
HU318-SEC2-2025S2,U202500074,1,1,1
MA431-SEC1-2025S2,U202500074,1,4,1
CO13-SEC2-2025S2,U202500075,1,1,1
AF103-SEC2-2025S2,U202500075,1,1,1
MA460-SEC6-2025S2,U202500075,1,1,1
IS203-SEC3-2025S2,U202500075,1,2,1
HU626-SEC3-2025S2,U202500075,1,2,1
CA160-SEC3-2025S2,U202000076,1,4,1
AD2461-SEC1-2025S2,U202000076,1,4,1
AM230-SEC4-2025S2,U202000076,1,4,1
RI999-SEC2-2025S2,U202000076,1,3,1
CA999-SEC1-2025S2,U202000076,1,3,1
HU625-SEC8-2025S2,U202400077,1,2,1
CO13-SEC10-2025S2,U202400077,1,1,1
CO16-SEC6-2025S2,U202400077,1,1,1
MA431-SEC6-2025S2,U202400077,1,1,1
HU318-SEC2-2025S2,U202400077,1,2,1
CE999-SEC6-2025S2,U201700078,1,4,1
AF212-SEC6-2025S2,U201700078,1,1,1
CA999-SEC5-2025S2,U201700078,1,3,1
AD2507-SEC2-2025S2,U201700078,1,1,1
GE220-SEC5-2025S2,U202300079,1,1,1
AF140-SEC7-2025S2,U202300079,1,1,1
MA459-SEC10-2025S2,U202300079,1,3,1
CV210-SEC6-2025S2,U202300079,1,1,1
AM230-SEC2-2025S2,U201800080,1,2,1
EY999-SEC3-2025S2,U201800080,1,3,1
AN86-SEC1-2025S2,U201800080,1,3,1
AD2454-SEC3-2025S2,U201800080,1,3,1
AF212-SEC7-2025S2,U201800080,1,4,1
II999-SEC2-2025S2,U201800080,1,5,1
II999-SEC3-2025S2,U202000081,1,2,1
RI999-SEC2-2025S2,U202000081,1,4,1
AD2461-SEC5-2025S2,U202000081,1,1,1
AD2507-SEC3-2025S2,U202000081,1,3,1
AF212-SEC2-2025S2,U202000081,1,4,1
CA999-SEC6-2025S2,U202000081,1,2,1
MA459-SEC5-2025S2,U202400082,1,1,1
HU318-SEC2-2025S2,U202400082,1,3,1
HU626-SEC3-2025S2,U202400082,1,3,1
PS210-SEC7-2025S2,U202400082,1,1,1
MA460-SEC3-2025S2,U202400082,1,2,1
AD2507-SEC1-2025S2,U201700083,1,2,1
CY999-SEC5-2025S2,U201700083,1,3,1
AD2461-SEC1-2025S2,U201700083,1,5,1
RI999-SEC4-2025S2,U201700083,1,2,1
AN86-SEC2-2025S2,U201700083,1,2,1
AN85-SEC1-2025S2,U202000084,1,2,1
II999-SEC2-2025S2,U202000084,1,6,1
AD2454-SEC7-2025S2,U202000084,1,3,1
D999-SEC7-2025S2,U202000084,1,3,1
PE999-SEC3-2025S2,U202000084,1,3,1
AN85-SEC5-2025S2,U202200085,1,3,1
AD2508-SEC1-2025S2,U202200085,1,2,1
AD2454-SEC7-2025S2,U202200085,1,4,1
AN81-SEC2-2025S2,U202200085,1,1,1
AD213-SEC2-2025S2,U202200085,1,2,1
HU625-SEC9-2025S2,U202400086,1,1,1
MA460-SEC3-2025S2,U202400086,1,3,1
AF103-SEC1-2025S2,U202400086,1,2,1
HU318-SEC3-2025S2,U202400086,1,3,1
HU626-SEC3-2025S2,U202400086,1,4,1
MA459-SEC1-2025S2,U202400086,1,4,1
HU626-SEC7-2025S2,U202500087,1,1,1
AF103-SEC1-2025S2,U202500087,1,3,1
MA431-SEC7-2025S2,U202500087,1,2,1
HU625-SEC5-2025S2,U202500087,1,1,1
MA459-SEC8-2025S2,U202500087,1,1,1
MA431-SEC10-2025S2,U202500088,1,1,1
CO16-SEC11-2025S2,U202500088,1,1,1
HU625-SEC3-2025S2,U202500088,1,1,1
HU626-SEC9-2025S2,U202500088,1,2,1
MA459-SEC1-2025S2,U202500088,1,5,1
CE999-SEC2-2025S2,U202000089,1,4,1
AN81-SEC3-2025S2,U202000089,1,5,1
AD2461-SEC1-2025S2,U202000089,1,6,1
D999-SEC3-2025S2,U202000089,1,3,1
EY999-SEC5-2025S2,U202000090,1,5,1
AD2507-SEC1-2025S2,U202000090,1,3,1
D999-SEC5-2025S2,U202000090,1,3,1
RI999-SEC3-2025S2,U202000090,1,4,1
AD2461-SEC5-2025S2,U202000090,1,2,1
PE999-SEC3-2025S2,U202000091,1,4,1
IC999-SEC2-2025S2,U202000091,1,3,1
CA160-SEC1-2025S2,U202000091,1,3,1
CA999-SEC6-2025S2,U202000091,1,3,1
CE999-SEC6-2025S2,U202000091,1,5,1
D999-SEC2-2025S2,U202000092,1,3,1
ID999-SEC5-2025S2,U202000092,1,1,1
AN85-SEC4-2025S2,U202000092,1,3,1
RI999-SEC3-2025S2,U202000092,1,5,1
CA999-SEC2-2025S2,U202000092,1,4,1
II999-SEC2-2025S2,U201800093,1,1,2
PE999-SEC5-2025S2,U201800093,1,5,1
AM230-SEC5-2025S2,U201800093,1,4,1
AN85-SEC3-2025S2,U201800093,1,2,1
AD2454-SEC1-2025S2,U201800093,1,3,1
AN81-SEC1-2025S2,U202000094,1,4,1
AD2461-SEC5-2025S2,U202000094,1,3,1
PE999-SEC4-2025S2,U202000094,1,4,1
AF212-SEC2-2025S2,U202000094,1,5,1
CE999-SEC5-2025S2,U202000095,1,4,1
ID999-SEC19-2025S2,U202000095,1,1,1
EY999-SEC4-2025S2,U202000095,1,2,1
II999-SEC4-2025S2,U202000095,1,5,1
CY999-SEC10-2025S2,U202000095,1,3,1
AD2454-SEC6-2025S2,U202200096,1,1,1
AF140-SEC1-2025S2,U202200096,1,2,1
IS305-SEC2-2025S2,U202200096,1,1,1
CS210-SEC7-2025S2,U202200096,1,1,1
MA461-SEC4-2025S2,U202200096,1,2,1
AD2508-SEC1-2025S2,U202200096,1,3,1
CA999-SEC1-2025S2,U201700097,1,4,1
CA160-SEC7-2025S2,U201700097,1,3,1
AF212-SEC4-2025S2,U201700097,1,3,1
D999-SEC4-2025S2,U201700097,1,2,1
AN85-SEC5-2025S2,U202000098,1,4,1
RI999-SEC3-2025S2,U202000098,1,6,1
AD2507-SEC1-2025S2,U202000098,1,4,1
ID999-SEC13-2025S2,U202000098,1,3,1
AM230-SEC1-2025S2,U202000098,1,2,1
D999-SEC4-2025S2,U202000098,1,3,1
IC999-SEC3-2025S2,U201700099,1,3,1
PE999-SEC4-2025S2,U201700099,1,5,1
CA999-SEC6-2025S2,U201700099,1,4,1
RI999-SEC1-2025S2,U201700099,1,1,1
CA160-SEC3-2025S2,U201700099,1,5,1
AD2507-SEC3-2025S2,U202200100,1,4,1
AD2508-SEC4-2025S2,U202200100,1,1,1
GE220-SEC2-2025S2,U202200100,1,1,1
EC210-SEC6-2025S2,U202200100,1,1,1
CS210-SEC6-2025S2,U202300101,1,1,1
MA460-SEC8-2025S2,U202300101,1,1,1
MA461-SEC7-2025S2,U202300101,1,1,1
IS203-SEC8-2025S2,U202300101,1,1,1
IS305-SEC8-2025S2,U202300101,1,1,1
IC999-SEC6-2025S2,U202000102,1,4,1
EY999-SEC1-2025S2,U202000102,1,3,1
AN85-SEC2-2025S2,U202000102,1,1,1
AD2461-SEC1-2025S2,U202000102,1,7,1
AF212-SEC7-2025S2,U202000102,1,5,1
HU318-SEC5-2025S2,U202300103,1,1,1
CO13-SEC11-2025S2,U202300103,1,2,1
CO22-SEC10-2025S2,U202300103,1,1,1
MA461-SEC3-2025S2,U202300103,1,2,1
MA460-SEC10-2025S2,U202300103,1,4,1
D999-SEC2-2025S2,U201700104,1,4,1
II999-SEC5-2025S2,U201700104,1,2,1
AN81-SEC1-2025S2,U201700104,1,5,1
ID999-SEC8-2025S2,U201700104,1,1,1
EY999-SEC3-2025S2,U201700104,1,4,1
EY999-SEC2-2025S2,U202000105,1,4,1
AF212-SEC4-2025S2,U202000105,1,4,1
II999-SEC3-2025S2,U202000105,1,3,1
AM230-SEC1-2025S2,U202000105,1,3,1
AM230-SEC2-2025S2,U201900106,1,3,1
AN85-SEC3-2025S2,U201900106,1,3,1
D999-SEC3-2025S2,U201900106,1,4,1
RI999-SEC5-2025S2,U201900106,1,2,1
MA461-SEC3-2025S2,U202300107,1,3,1
MA460-SEC8-2025S2,U202300107,1,2,1
HU318-SEC1-2025S2,U202300107,1,1,1
CY301-SEC6-2025S2,U202300107,1,1,1
CS210-SEC2-2025S2,U202300107,1,1,1
IN250-SEC3-2025S2,U202200108,1,1,1
AD2454-SEC3-2025S2,U202200108,1,4,1
AN20-SEC6-2025S2,U202200108,1,2,1
CS210-SEC2-2025S2,U202200108,1,2,1
AD2507-SEC1-2025S2,U202200108,1,5,1
AD2508-SEC4-2025S2,U202200108,1,2,1
AN86-SEC6-2025S2,U201700109,1,3,1
ID999-SEC16-2025S2,U201700109,1,1,1
AD2507-SEC3-2025S2,U201700109,1,5,1
CA160-SEC7-2025S2,U201700109,1,4,1
D999-SEC7-2025S2,U201700109,1,4,1
AM230-SEC5-2025S2,U202000110,1,5,1
AD2454-SEC7-2025S2,U202000110,1,5,1
RI999-SEC1-2025S2,U202000110,1,2,1
AD2507-SEC4-2025S2,U202000110,1,3,1
AD2461-SEC5-2025S2,U202000110,1,4,1
EC210-SEC2-2025S2,U202300111,1,2,1
CA142-SEC4-2025S2,U202300111,1,2,1
GE220-SEC6-2025S2,U202300111,1,2,1
AD213-SEC2-2025S2,U202300111,1,3,1
IS305-SEC1-2025S2,U202300111,1,2,1
HU318-SEC6-2025S2,U202300112,1,1,1
AF140-SEC1-2025S2,U202300112,1,3,1
MA461-SEC4-2025S2,U202300112,1,3,1
CA142-SEC8-2025S2,U202300112,1,1,1
CA143-SEC4-2025S2,U202300112,1,1,1
MA460-SEC9-2025S2,U202300112,1,3,1
D999-SEC1-2025S2,U202100113,1,2,1
PE999-SEC2-2025S2,U202100113,1,1,1
II999-SEC4-2025S2,U202100113,1,6,1
ID999-SEC18-2025S2,U202100113,1,1,1
